sample_id	taxon	rank	abundance	lineage	habitat
SRR10070132	Micropepsaceae	Family	0.0	Bacteria;Proteobacteria;Alphaproteobacteria;Micropepsales;Micropepsaceae	Groundwater
SRR10070132	Blastocatellaceae	Family	0.0	Bacteria;Acidobacteria;Blastocatellia;Blastocatellales;Blastocatellaceae	Groundwater
SRR10070132	Syntrophaceae	Family	0.0	Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophaceae	Groundwater
SRR10070132	Rhodocyclaceae	Family	0.0	Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae	Groundwater
SRR10070132	""	Family	0.0	Bacteria;Acidobacteria;Acidobacteria_Gp1;Gp1;	Groundwater
SRR10070132	Gemmataceae	Family	0.0	Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Gemmataceae	Groundwater
SRR10070132	""	Family	0.0034965034965034965	Archaea;Pacearchaeota;Pacearchaeota_Incertae_Sedis_AR13;;	Groundwater
SRR10070132	Xanthomonadaceae	Family	0.0019188128944226505	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae	Groundwater
SRR10070132	Ruminococcaceae	Family	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae	Groundwater
SRR10070132	Terrimicrobiaceae	Family	0.0	Bacteria;Verrucomicrobia;Terrimicrobia;Terrimicrobiales;Terrimicrobiaceae	Groundwater
SRR10070132	Clostridiaceae_1	Family	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae_1	Groundwater
SRR10070132	""	Family	0.00042640286542725567	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;	Groundwater
SRR10070132	""	Family	0.005500596964011598	Archaea;Woesearchaeota;Woesearchaeota_Incertae_Sedis_AR16;;	Groundwater
SRR10070132	Halobacteriovoraceae	Family	0.00042640286542725567	Bacteria;Proteobacteria;Oligoflexia;Bacteriovoracales;Halobacteriovoraceae	Groundwater
SRR10070132	Polyangiaceae	Family	0.0	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae	Groundwater
SRR10070132	Chromobacteriaceae	Family	0.0	Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Chromobacteriaceae	Groundwater
SRR10070132	Nitrospiraceae	Family	0.0035391437830462223	Bacteria;Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae	Groundwater
SRR10070132	Labilitrichaceae	Family	0.0	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Labilitrichaceae	Groundwater
SRR10070132	Reyranellaceae	Family	0.0001279208596281767	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Reyranellaceae	Groundwater
SRR10070132	Methylobacteriaceae	Family	0.0	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae	Groundwater
SRR10070132	""	Family	0.0	Bacteria;Acidobacteria;Acidobacteria_Gp3;Candidatus_Solibacter;	Groundwater
SRR10070132	Bacteroidaceae	Family	0.0	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae	Groundwater
SRR10070132	""	Family	0.0	Archaea;Crenarchaeota;Thermoprotei;Desulfurococcales;	Groundwater
SRR10070132	Xanthobacteraceae	Family	0.0	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae	Groundwater
SRR10070132	""	Family	0.0	Bacteria;BRC1;;;	Groundwater
SRR10070132	Sphaerobacteraceae	Family	0.0	Bacteria;Chloroflexi;Thermomicrobia;Sphaerobacterales;Sphaerobacteraceae	Groundwater
