taxon	Kingdom	Phylum	Class	Order	Family	Genus	Species	confidence	label	dominant_habitat
01ba9201629c566386a455026eedf693	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	UBA2999			0.97	Acidobacteriota	Sediment
01c5e1b0b66f91e3e737d86c5d03b5a4	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales				0.99	Pseudomonadota	Rare
020d3eeceec7db5a3dbed6a17119e8f8	Bacteria	Methylomirabilota	Methylomirabilia	Rokubacteriales	CSP1-6	AR5		0.63	Methylomirabilota	Sediment
0243b68c76049aa1b8c51a20333da950	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingopyxis	Sphingopyxis sp002277025	0.51	Pseudomonadota	Rare
02607929198ffa00d73650d8b0806c98	Bacteria	Chloroflexota	Anaerolineae	Anaerolineales	UBA4823	FEB-25	FEB-25 sp963849335	0.59	Chloroflexota	Sediment
0267d8c8cad9465ee0b487971702ef56	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	Tepidisphaeraceae	DASPKW01	DASPKW01 sp035627895	0.53	Planctomycetota	Rare
026b68ad384fbb3f5bb0f6769b1b4fce	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae_D	Undibacterium		0.96	Pseudomonadota	Riverwater
02a021a4a33ccd51f4b020422088397b	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium		1.0	Bacteroidota	Riverwater
02a84bc2dfdf4f77b72193093b5aa685	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	JAICXS01	JAICXS01 sp963700335	1.0	Nitrospirota	Soil
02b4cbe5c2955ab2f66dc82cdf6dad64	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae_C	Aquabacterium	Aquabacterium sp029268225	0.72	Pseudomonadota	Groundwater
02efd40acff7cc9a0548e1d11ee37e4e	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Limisphaerales	BJHT01	BJHT01		0.51	Verrucomicrobiota	Rare
02fc8ee999de89c1e05272a34218581c	Bacteria	Patescibacteriota						0.65	Patescibacteriota	Groundwater
030028c86ad55db5481a765c978570b0	Bacteria	Methylomirabilota	Methylomirabilia	Rokubacteriales	CSP1-6	AR5		0.54	Methylomirabilota	Sediment
030c9a5bc9906e439e589d7e6177d084	Bacteria	Acidobacteriota	Terriglobia	Acidiferrales	UBA7541	Palsa-189	Palsa-189 sp965197305	0.63	Acidobacteriota	Sediment
0323fa720706eeab2366d96795c91ec7	Bacteria	Chloroflexota	Chloroflexia	Thermomicrobiales	UBA6265	JACCXM01	JACCXM01 sp963751075	0.98	Chloroflexota	Rare
03289aeb9fd68acf3c80a39bbdb32248	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae			0.97	Bacteroidota	Rare
0334aea3bbb2bc1625cd30416727b98c	Bacteria	Chloroflexota	Anaerolineae	Anaerolineales	UBA4823	FEB-25	FEB-25 sp963822175	0.98	Chloroflexota	Sediment
034ce8f3744982e02654608e52511a5b	Bacteria	Acidobacteriota	Terriglobia					0.83	Acidobacteriota	Rare
0380c1326d8afbb5bc9d0c33caaef2d9	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	Tepidisphaeraceae	DASYWJ01	DASYWJ01 sp049679725	0.79	Planctomycetota	Rare
038ab7b08db73111313d1746e1634838	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Pseudobdellovibrio	Pseudobdellovibrio sp947370945	0.5	Bdellovibrionota	Rare
03a9ba790610f9c1d5670660789faaad	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Casimicrobiaceae	CAIWHR01	CAIWHR01 sp963809965	0.82	Pseudomonadota	Sediment
040bd74a5c9b1a37501cd9fc4c554326								0.0	040bd74a	Soil
04175f386c14319829ffb23d5c188b2a	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Pararheinheimera		1.0	Pseudomonadota	Riverwater
048248139938aad54c73f98a6bd6777a	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	VFJN01	VFJN01		1.0	Actinomycetota	Mixed
04b35a6a111935d1fa93eafc4a2068c3	Bacteria	Patescibacteriota	Gracilibacteria	BD1-5	UBA2023	JABFSX01	JABFSX01 sp031417875	0.79	Patescibacteriota	Rare
04b4ed8ceabf387ba2caa3e54509965d	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	JADIYW01	JADJSS01		0.99	Bacteroidota	Rare
04d26d3b8e36a5a615852851086d1b1c	Bacteria	Pseudomonadota	Alphaproteobacteria	Micropepsales	Micropepsaceae	CAIYRG01		0.75	Pseudomonadota	Rare
04ee6bd8bfb457aaccc9d8365a5d7086	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	RPRB01		0.7	Myxococcota	Rare
04f73040937adf564c5f87063b8a8351	Bacteria	Omnitrophota	Omnitrophia	Omnitrophales	Aquincolibacteriaceae	ZLKRG04	ZLKRG04 sp018883425	0.97	Omnitrophota	Riverwater
04fa0b7f333246abca4246ac655b046c	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	VadinHA17	LD21		0.94	Bacteroidota	Sediment
053c09f43a8ca677723e10f2650f95aa	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Methyloligellaceae	Methyloceanibacter		0.96	Pseudomonadota	Soil
0569f0cb60d7213fd8e00b7119379e1c	Bacteria							1.0	0569f0cb	Groundwater
056c1e7dac6ef60b61af91914af240a1	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Xenococcaceae	LEGE-06147	LEGE-06147 sp015207585	0.59	Cyanobacteriota	Groundwater
057fd715d71a7c861d3de3c1838057af	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	OLB17	OLB17 sp016711345	0.55	Acidobacteriota	Soil
05a82b5fb95c3bd004734e4080ff59ec	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	Tepidisphaeraceae	DASYWJ01	DASYWJ01 sp049679725	0.92	Planctomycetota	Rare
05d7f092ef7e27512dfea0e079e75d0b	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	SZUA-36	SHZL01	SHZL01 sp963784425	0.71	Pseudomonadota	Sediment
061f2294ab176bd2ca44ac28ace4f047	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae_C	Aquabacterium		0.72	Pseudomonadota	Rare
06201419387b9de1d0cfd85df261347b	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Chthoniobacterales	Chthoniobacteraceae	DASZPK01	DASZPK01 sp049692655	0.91	Verrucomicrobiota	Rare
06297f56d2cb429774eb04be18a4805f	Bacteria	Bacteroidota	Ignavibacteria	UBA10030	UBA10030	JACQPU01	JACQPU01 sp022180565	0.59	Bacteroidota	Rare
0645cfdb2876f4a16825384541e05244	Bacteria	Eisenbacteria	RBG-16-71-46	RBG-16-71-46	DASYSL01	JANPEF01	JANPEF01 sp031431875	1.0	Eisenbacteria	Soil
0646594904384c952cfd5d4c31c38e48	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium		0.88	Pseudomonadota	Soil
06511b195c69c9c0e1219383e9056bb6	Bacteria	Bacteroidota	Ignavibacteria	Tepidaquicellales	OLB5	DASXTZ01	DASXTZ01 sp036505135	0.99	Bacteroidota	Sediment
0683f913ecd6befa2e067ceeffe180ad	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	UBA2999	DASYRM01	DASYRM01 sp963731785	0.85	Acidobacteriota	Soil
06960dbb69930012efcc36ae66178008	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Sulfuricellaceae	Sulfurimicrobium	Sulfurimicrobium lacus	0.67	Pseudomonadota	Mixed
06ad92b8571a601a6ba26f122d2b2a55	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Usitatibacteraceae	Usitatibacter		0.97	Pseudomonadota	Soil
06c643cf5249f6b753a9c94de83d0e8f	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	JAIBCC01	JAIBCC01 sp019694395	0.71	Acidobacteriota	Rare
06db7cd2af514220656c992cd04fb86a	Bacteria	Chloroflexota	Limnocylindria	Limnocylindrales	CSP1-4	JALYGJ01	JALYGJ01 sp963779905	0.55	Chloroflexota	Soil
06e2475e5e67814fbf61e1f0995ca74c	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera	Nitrososphaera sp963786915	0.53	Thermoproteota	Soil
06f9a55c4328c1d270ef70f7b2bad23f	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales				0.83	Pseudomonadota	Rare
06fa4724cc91f8a0eb54a9509c84647e	Bacteria	Chloroflexota	Anaerolineae	Anaerolineales	Villigracilaceae	JBGPQJ01	JBGPQJ01 sp963709295	0.54	Chloroflexota	Sediment
0713e1886ec859d0681563f94368dd6b	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Azonexus		1.0	Pseudomonadota	Riverwater
07360e6bf9100e2cf601111ce74dae7d	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Casimicrobiaceae	PALSA-1003	PALSA-1003 sp963828595	0.58	Pseudomonadota	Rare
07525d8b6db4f71e15746b9fe58f1c21	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae			0.62	Planctomycetota	Soil
078315fad84e213ee4ba75f9942bd0e2	Bacteria	Chloroflexota	Dehalococcoidia	UBA2979	UBA2979	RBC038		0.97	Chloroflexota	Rare
07b9db0375df4a5e63c8a479145d4478	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae_C			1.0	Pseudomonadota	Soil
07e1146013b97799305b44311b21ed95	Bacteria	Actinomycetota	Rubrobacteria	Rubrobacterales	Rubrobacteraceae	Rubrobacter_D		1.0	Actinomycetota	Soil
07eb166d091e1aebe641105881f4f2d3	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Zoogloea	Zoogloea oleivorans	0.95	Pseudomonadota	Mixed
07faeb4d0186149f74a0a171d054391c	Bacteria	Chloroflexota	Anaerolineae	Aggregatilineales				0.7	Chloroflexota	Sediment
0823f3ed2ca35843d249ed39d5bd6562	Bacteria	Acidobacteriota	Terriglobia	Bryobacterales	Bryobacteraceae			1.0	Acidobacteriota	Soil
08406fe484e9d5ecca13c9eb420edd69	Bacteria							1.0	08406fe4	Mixed
084a833efd684f2298b15b7a368f861f	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae			1.0	Pseudomonadota	Rare
085fe815f6e03a84a9708896f2941698	Bacteria	Pseudomonadota						0.54	Pseudomonadota	Rare
089d040449a6df816ff5de7f60ae862d	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella		1.0	Bacteroidota	Rare
08a0cf376add32f3f4b57ec1e82a7a27	Bacteria							1.0	08a0cf37	Riverwater
08a0da8946438f190f8eb9be641baffe	Bacteria	Patescibacteriota	Saccharimonadia	Saccharimonadales	UBA4665			0.52	Patescibacteriota	Rare
08b21c2c734f3ad767144270a8d4ea09	Bacteria	Bdellovibrionota	Bacteriovoracia	Bacteriovoracales	Bacteriovoracaceae			0.91	Bdellovibrionota	Rare
08bdc6c81f6b9daab3d132b54e1d45bc	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Rhodococcus_F		0.65	Actinomycetota	Groundwater
08e82441af4098baf31f236034ea249b	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	JAMPXM01	JANOUF01	JANOUF01 sp031416685	0.93	Bdellovibrionota	Rare
08f16d50b0502ccf37b9a43794233199	Bacteria	Pseudomonadota	Gammaproteobacteria	Acidiferrobacterales	Sulfurifustaceae	Sulfuricaulis	Sulfuricaulis sp963750625	0.75	Pseudomonadota	Sediment
091685710d328fdd2f157b57cb214a9f	Bacteria	Actinomycetota	Coriobacteriia	Anaerosomatales	PHET01	DASRYH01	DASRYH01 sp035687245	0.69	Actinomycetota	Rare
09236a2b4b86d0eb4af961d9f9badfc2	Bacteria	Acidobacteriota	Terriglobia	20CM-2-55-15	20CM-2-55-15	DASTBJ01	DASTBJ01 sp963836435	0.54	Acidobacteriota	Rare
093f0fbe4c2504023f9d3a989c6dcb92	Bacteria	Elusimicrobiota	Elusimicrobia	FEN-1173	FEN-1173			0.5	Elusimicrobiota	Rare
0952299d87618319b70016986c74ab69	Bacteria	Myxococcota_A	Polyangia	Polyangiales	Polyangiaceae	Labilithrix		0.71	Myxococcota_A	Rare
095dcca0a1cacb655451100eb59c8ef1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Agitococcus	Agitococcus sp002333125	0.99	Pseudomonadota	Riverwater
09aa002a2f42aaa4bce28e5c6737e22a	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	CAVVIG01	CAVQFD01	CAVQFD01 sp963724695	0.6	Acidobacteriota	Soil
09de3dde6c465b74bcb8e6f8a478e4e0	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Rhodococcoides		0.81	Actinomycetota	Groundwater
09e001b592afa7c54186b4bd0f7fd237	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	JADKHX01	JADKHX01 sp016721505	0.51	Pseudomonadota	Rare
0a1551724b98e852d2dac97f1521e7c8	Bacteria	Nitrospirota	Leptospirillia	Leptospirillales	Leptospirillaceae	UBA4572	UBA4572 sp002387725	0.84	Nitrospirota	Mixed
0a2ba960858bf65132f94db5f216957f	Bacteria	Chloroflexota	Dehalococcoidia	SM23-28-2	RBG-16-64-32	DATKKM01	DATKKM01 sp037441345	0.58	Chloroflexota	Sediment
0a462664cb28f6e615f244f44aff2fdf	Bacteria	Calditrichota	Calditrichia	JAJRVZ01	JAJRVZ01	CAWCNS01	CAWCNS01 sp963796965	0.99	Calditrichota	Sediment
0a6d3af8a189a5303ae10d36c8dfd6e6	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	JADJEF01	JADJEF01 sp016702335	0.81	Pseudomonadota	Riverwater
0a773d0b5afc4902a42ea8bc97d294d9	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Oleiphilaceae	PZPK01	PZPK01 sp048058835	0.88	Pseudomonadota	Riverwater
0a7c7dfe9cfe29f59ab3d55de63f4e95	Bacteria	Chloroflexota	Dehalococcoidia	Dehalococcoidales				0.6	Chloroflexota	Sediment
0a84ba89555547fba34eaa66c4c1c151	Bacteria	Planctomycetota	Phycisphaerae	UBA1845	UTPLA1	DATEMU01	DATEMU01 sp035275405	0.98	Planctomycetota	Rare
0a99490fdbc275b554d46e9bbdf37d2e	Bacteria	Patescibacteriota	Gracilibacteria	Absconditabacterales	Absconditicoccaceae			0.9	Patescibacteriota	Rare
0aa0fa5bac0b53a18e7ddd5ed3a7af3d	Bacteria	Actinomycetota	UBA4738	UBA4738	HRBIN12	HRBIN12		1.0	Actinomycetota	Rare
0ab158c14d6cb73c952f3d24d252f6b8	Bacteria	Desulfobacterota	WTBG01	JAGOGO01	JAGOGO01	G026625185	G026625185 sp963736755	0.99	Desulfobacterota	Sediment
0ab31f7e797f551227445f0fd40c40d2	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	UBA2999	DATCJA01	DATCJA01 sp963734635	0.98	Acidobacteriota	Sediment
0ad433281f7c8b89e6103983ade2d136	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae_C			0.96	Pseudomonadota	Sediment
0b081a81c9ee6cc4b84c7b351db3a6b2	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Thiobacillaceae	Thiobacillus		1.0	Pseudomonadota	Sediment
0b36c352632cb1346cdc7d73f9fb376c	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Aquipseudomonas		0.95	Pseudomonadota	Soil
0b4fa0af82a56bf2fdf925a97a97498d	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	SG8-39			1.0	Pseudomonadota	Sediment
0bbc1699ed6bd129547869785329e7a8	Bacteria	Nitrospinota_A	UBA7883	JACRGQ01	JACRGQ01	JACRGQ01		0.8	Nitrospinota_A	Groundwater
0bbef092010696a8be3f5940bdda4183	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	TH5896		0.6	Thermoproteota	Soil
0be9a6e0604cf0cf4eeeed6cc96c5492	Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanospirillaceae	Methanoregula		0.51	Halobacteriota	Sediment
0bed153f19f03e83fc4f8985da7b020c	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	SG8-41	SG8-41	SG8-41 sp023266245	0.77	Pseudomonadota	Groundwater
0bf66e5f3ac73b0c12839290614e9253								0.0	0bf66e5f	Rare
0c12c2d486ebc2c8b4d14a8b523f5f8d	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Nocardioidaceae	Nocardioides_B		0.84	Actinomycetota	Soil
0c6b661a4b0235277161616e4dadbb40	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae			0.99	Bacteroidota	Rare
0c6f38845415dd12d7c658693393b02e	Bacteria	Desulfobacterota	Desulfuromonadia	Geobacterales	Geobacteraceae	RPRC01	RPRC01 sp963717775	0.61	Desulfobacterota	Sediment
0c914539f91295f9482a9215071e33de	Bacteria	Planctomycetota	Planctomycetia	Isosphaerales	Isosphaeraceae	QWQI01	QWQI01 sp046076185	0.61	Planctomycetota	Rare
0ca2eb01c2e69f3b10c46f06b0d5c236	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingorhabdus_B		1.0	Pseudomonadota	Rare
0cb0670f6ebe14dd9a281ba5970b118b	Bacteria	Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae	Caulifigura	Caulifigura coniformis	1.0	Planctomycetota	Rare
0cb96fc553867f231451efdb323775c8	Bacteria	Desulfobacterota	Desulfuromonadia	Geobacterales	Geobacteraceae	RPRC01		0.72	Desulfobacterota	Sediment
0ce51d2de5507edbeef6b4dd114e9447	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	SG8-39	SCGC-AG-212-J23	SCGC-AG-212-J23 sp963810475	0.97	Pseudomonadota	Soil
0cec0f91a41a329da51988eb39b72fd3	Bacteria	Actinomycetota	UBA4738	UBA4738	HRBIN12	JAOUEA01	JAOUEA01 sp041287635	0.75	Actinomycetota	Sediment
0d304d624217de6c67a424a0e30b0ad2	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	Nitrosomonas		1.0	Pseudomonadota	Riverwater
0d415227cba469290762153487aeff24	Bacteria	Methylomirabilota	Methylomirabilia	Rokubacteriales	CSP1-6	CAWIZN01	CAWIZN01 sp963840495	0.57	Methylomirabilota	Sediment
0d4b02ed89d453ac4f494b2a05b141c2	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	Tepidisphaeraceae			0.97	Planctomycetota	Rare
0da4c081ed53c376ac5cebef938cbc4c	Bacteria							0.91	0da4c081	Mixed
0de46e4adc67dce170592996fcd0477e	Bacteria	Acidobacteriota	Thermoanaerobaculia	Gp7-AA8	Gp7-AA8	JACPDH01	JACPDH01 sp041671505	0.86	Acidobacteriota	Rare
0df3d77bc1fda1018a16b45fed5e9ee1	Bacteria	Desulfobacterota	Desulfuromonadia	Geobacterales	Pseudopelobacteraceae	Pseudopelobacter	Pseudopelobacter propionicus	0.9	Desulfobacterota	Sediment
0df71a4bb1d9fdb124e1516c2c99b1df	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	GWC2-71-9	JABFSM01	JABFSM01 sp963762545	0.98	Gemmatimonadota	Rare
0df9e171dc088589d98ae642aa19bddc	Bacteria	Planctomycetota	Phycisphaerae	Sedimentisphaerales	Anaerobacaceae	Fen-1362		0.98	Planctomycetota	Sediment
0dfa02006f244358216a64cb34291c06								0.0	0dfa0200	Groundwater
0e3aca7371fd59b27b438f7d4753b82c	Bacteria	Bdellovibrionota_B	Oligoflexia	Silvanigrellales	Silvanigrellaceae	Silvanigrella		0.82	Bdellovibrionota_B	Rare
0e441fe6fec10f833388778f48859a51	Bacteria	Acidobacteriota	Thermoanaerobaculia	Multivoradales				0.53	Acidobacteriota	Rare
0e4486011105be01f3d5bf771c93d237	Bacteria	Chloroflexota	Limnocylindria	Limnocylindrales	CSP1-4	JALYGJ01	JALYGJ01 sp963736895	0.86	Chloroflexota	Soil
0e67908225b91eda0023e552558e2d4e	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	SG8-39	JAABQT01	JAABQT01 sp050246035	0.6	Pseudomonadota	Sediment
0e690d907050e4d97bd29853e420dd5a	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Sulfurimonadaceae	Sulfuricurvum		1.0	Campylobacterota	Mixed
0e7b8dfa2eba19679219700ec02f8eaa	Bacteria	Patescibacteriota	Saccharimonadia	Saccharimonadales				1.0	Patescibacteriota	Rare
0e8989a3c0d4147d683dc61eb931e42f	Bacteria	Omnitrophota	Gorgyraeia	Gygaellales	Profunditerraquicolaceae	UBA6249	UBA6249 sp028716245	0.5	Omnitrophota	Groundwater
0e9a64c2d34f59366eaf6a14b75247ab	Bacteria	Acidobacteriota	UBA6911	UBA6911	UBA6911			1.0	Acidobacteriota	Rare
0ed2982272f1785a1daca074ac0ff9c2	Bacteria	Chloroflexota	Anaerolineae	Anaerolineales	UBA4823	CAWCPR01	CAWCPR01 sp963797475	0.54	Chloroflexota	Sediment
0eeaafb9ead2622fab7d654bf3ce0f2d	Bacteria	Planctomycetota	JAJSAM01	JAJSAM01	JAKLKS01	CAZSIX01	CAZSIX01 sp964607145	0.93	Planctomycetota	Rare
0f167ce7edf612169cfe5c8885dc2361	Bacteria	Bacillota	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus_AQ	Paenibacillus_AQ sp023512345	0.96	Bacillota	Rare
0f1b1b6a7585f4586a09eff410aa7ad1	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomicrobium		0.61	Pseudomonadota	Rare
0f45f00fb6b8f2f8db14f8c3a1a7a77e	Bacteria	Patescibacteriota	Gracilibacteria	UBA1369	UBA1369			1.0	Patescibacteriota	Rare
0f4999c3b62a1dd3b33a1a8002dcf6ce	Bacteria	Chloroflexota	Limnocylindria	Limnocylindrales	CSP1-4			1.0	Chloroflexota	Rare
0f516c9bda71240c88c9313d790f5633	Bacteria	Chloroflexota	Chloroflexia	Thermomicrobiales				0.8	Chloroflexota	Soil
0f5f48d793a468de8ec2131049a25f1e	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae_D	Noviherbaspirillum_A	Noviherbaspirillum_A suwonense	0.65	Pseudomonadota	Soil
0f700b983207ec336ed4b4679028b514	Bacteria	Methylomirabilota	Methylomirabilia	Rokubacteriales	CSP1-6	AR37	AR37 sp035936835	0.79	Methylomirabilota	Sediment
0f74a957d2a112908a68b9ad19d1da6d								0.0	0f74a957	Sediment
0f84c064c0c240e21c7c971e8940963e								0.0	0f84c064	Groundwater
0f8ac0d81dd6449a43b34fcb184efd8f								0.0	0f8ac0d8	Soil
0fa9b44d52836d2f173f4ac532f8a013	Bacteria	Pseudomonadota	Alphaproteobacteria	Azospirillales	Azospirillaceae	Skermanella	Skermanella sp035630415	0.52	Pseudomonadota	Rare
0fb538dc7ae93db1aad8af6b841e0274	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae_C	Simplicispira		0.92	Pseudomonadota	Riverwater
