feature_id	avg_log_intensity	log2_fold_change	significance	label	contrast
Bacteria;Bacteria;Zixibacteria	1.988588554369563	1.201624460591908	0.3559037145671935	Zixibacteria	habitatRiverwater
Bacteria;Bacteria;Eisenbacteria	2.088955936653783	0.22972793863175722	1.0	Eisenbacteria	habitatRiverwater
Bacteria;Bacteria;Gemmatimonadota	2.2369439432406106	-2.816475611575524	5.125537458126684e-6	Gemmatimonadota	habitatRiverwater
Bacteria;Bacteria;Krumholzibacteriota	1.8092286609400772	3.059642249919047	8.970175653647298e-66	Krumholzibacteriota	habitatRiverwater
Bacteria;Bacteria;Orphanbacterota	1.8417265372875349	0.0071181477732042125	1.0	Orphanbacterota	habitatRiverwater
Bacteria;Bacteria;Cyanobacteriota	2.122556743906254	1.9081513827086372	2.131783019377177e-28	Cyanobacteriota	habitatRiverwater
Bacteria;Bacteria;Armatimonadota	2.2774706023256663	0.007118147773205218	1.0	Armatimonadota	habitatRiverwater
Bacteria;Bacteria;Spirochaetota	2.276443171243929	0.7395263402186119	1.0	Spirochaetota	habitatRiverwater
Bacteria;Bacteria;Hydrogenedentota	1.3296482114339785	2.4514591525686984	4.728090777799802e-9	Hydrogenedentota	habitatRiverwater
Bacteria;Bacteria;Zhuqueibacterota	1.333341663877429	0.604371304182557	1.0	Zhuqueibacterota	habitatRiverwater
Bacteria;Bacteria;JAJVIF01	1.4741966132838271	0.0071181477732059975	1.0	JAJVIF01	habitatRiverwater
Bacteria;Bacteria;UBA10199	1.291930723923088	-1.7677600771819304	0.051888420280475196	UBA10199	habitatRiverwater
Bacteria;Bacteria;JAUVQV01	1.655502993122645	0.22106944316400312	1.0	JAUVQV01	habitatRiverwater
Bacteria;Bacteria;Fusobacteriota	2.295010660492712	5.2915754828861425	0.0	Fusobacteriota	habitatRiverwater
Bacteria;Bacteria;Bipolaricaulota	1.2662629046504164	0.0071181477732059385	1.0	Bipolaricaulota	habitatRiverwater
Archaea;Archaea;Nanobdellota	1.6848364332333865	-1.2288907607436301	4.434256633013398e-9	Nanobdellota	habitatRiverwater
Bacteria;Bacteria;Tectomicrobia	1.8343107124771834	0.007118147773206418	1.0	Tectomicrobia	habitatRiverwater
Bacteria;Bacteria;Margulisbacteria	1.4738679756232766	-3.3865882819382613	3.6419838175700284e-33	Margulisbacteria	habitatRiverwater
Bacteria;Bacteria;4484-113	1.8962416556136639	0.007118147773205374	1.0	4484-113	habitatRiverwater
Bacteria;Bacteria;Babelota	1.8594027131029138	4.288551116836661	6.1027121614836896e-145	Babelota	habitatRiverwater
Bacteria;Bacteria;Desulfobacterota_D	1.570797929261242	1.8124849485080126	0.0050628479983821015	Desulfobacterota_D	habitatRiverwater
Bacteria;Bacteria;Bdellovibrionota_C	1.0034333188799371	2.3176087496396898	7.364307147589261e-7	Bdellovibrionota_C	habitatRiverwater
Bacteria;Bacteria;Moduliflexota	1.2106164873866059	0.007118147773205222	1.0	Moduliflexota	habitatRiverwater
Bacteria;Bacteria;Electryoneota	1.2960223711358123	0.00711814777320637	1.0	Electryoneota	habitatRiverwater
Bacteria;Bacteria;Bdellovibrionota_G	1.0515760691467184	2.4284615287397147	1.2281133457343426e-16	Bdellovibrionota_G	habitatRiverwater
Bacteria;Bacteria;Sumerlaeota	1.5191530259890762	0.007118147773205743	1.0	Sumerlaeota	habitatRiverwater
Bacteria;Bacteria;Oederibacteriota	1.3066381602198103	0.007118147773205477	1.0	Oederibacteriota	habitatRiverwater
Bacteria;Bacteria;Calditrichota	1.8088907540187364	0.007118147773206003	1.0	Calditrichota	habitatRiverwater
Archaea;Archaea;	1.3038967195846203	-2.9952150015461774	1.0605095986141152e-11	Unclassified	habitatRiverwater
Bacteria;Bacteria;Synergistota	1.1308989844198887	0.007118147773205996	1.0	Synergistota	habitatRiverwater
Bacteria;Bacteria;Nitrospinota_A	1.1745388063514568	-2.697357398874678	1.7263113995551898e-7	Nitrospinota_A	habitatRiverwater
Bacteria;Bacteria;Vulcanimicrobiota	1.0334568483725208	0.007118147773205889	1.0	Vulcanimicrobiota	habitatRiverwater
Bacteria;Bacteria;ARS69	1.40951811217967	0.007118147773204989	1.0	ARS69	habitatRiverwater
Archaea;Archaea;Methanobacteriota	1.1795245779356183	0.007118147773205498	1.0	Methanobacteriota	habitatRiverwater
Archaea;Archaea;Asgardarchaeota	1.2400531011353186	0.007118147773205506	1.0	Asgardarchaeota	habitatRiverwater
Bacteria;Bacteria;Pseudomonadota	4.316422894771527	-2.174305207264455	1.676935452495429e-7	Pseudomonadota	habitatSediment
Bacteria;Bacteria;Planctomycetota	2.541826849677712	1.7184909349393513	0.10321822968894315	Planctomycetota	habitatSediment
Bacteria;Bacteria;Acidobacteriota	3.3273156569031115	1.2836653673113285	0.08271330117987705	Acidobacteriota	habitatSediment
Bacteria;Bacteria;Actinomycetota	3.113260378675982	-0.23644759025541306	1.0	Actinomycetota	habitatSediment
Bacteria;Bacteria;Myxococcota_A	2.4355806888297096	2.138199626379401	0.04456541202475511	Myxococcota_A	habitatSediment
Bacteria;Bacteria;Bacteroidota	3.459169619993394	0.14306073346876058	1.0	Bacteroidota	habitatSediment
Bacteria;Bacteria;Verrucomicrobiota	3.1286150940216078	0.034435157070122235	1.0	Verrucomicrobiota	habitatSediment
Bacteria;Bacteria;Methylomirabilota	2.4011323274359775	0.7606136543311579	1.0	Methylomirabilota	habitatSediment
Bacteria;Bacteria;Fibrobacterota	1.7618040509968456	-4.090430398761457	0.0002537829002826303	Fibrobacterota	habitatSediment
Bacteria;Bacteria;Patescibacteriota	2.736500753212383	-3.4415140332396907	4.961762829415426e-20	Patescibacteriota	habitatSediment
;;	3.123899282678641	-0.6113902331544679	1.0	Unclassified	habitatSediment
Bacteria;Bacteria;Chloroflexota	2.8855688022654604	1.8216315955398108	3.099190953119839e-8	Chloroflexota	habitatSediment
Bacteria;Bacteria;Bacillota	2.7600455076930897	-0.9326305242293038	1.0	Bacillota	habitatSediment
Bacteria;Bacteria;Bdellovibrionota	2.195611523621605	-5.373333373664181	0.000022358076903360553	Bdellovibrionota	habitatSediment
Archaea;Archaea;Halobacteriota	1.9539043301461678	2.968196917702676	5.348718461171575e-12	Halobacteriota	habitatSediment
Bacteria;Bacteria;	3.3556698937215472	-0.41150154019595186	1.0	Unclassified	habitatSediment
Bacteria;Bacteria;Desulfobacterota	2.867814529843656	2.4049366661877007	0.0002537829002826303	Desulfobacterota	habitatSediment
Bacteria;Bacteria;Elusimicrobiota	1.943325772374346	-7.288104680830822	3.3993710995130726e-19	Elusimicrobiota	habitatSediment
Bacteria;Bacteria;Myxococcota	2.130780340413743	2.6908292836510417	0.06872530691651367	Myxococcota	habitatSediment
Bacteria;Bacteria;Nitrospirota	2.770558629649795	0.005589762294151868	1.0	Nitrospirota	habitatSediment
Archaea;Archaea;Thermoproteota	2.88118846906723	-3.6200662927556886	2.3863831568972734e-9	Thermoproteota	habitatSediment
Bacteria;Bacteria;Bdellovibrionota_B	1.829929929538664	-1.5308340660284059	0.0002537829002826303	Bdellovibrionota_B	habitatSediment
Bacteria;Bacteria;Omnitrophota	2.6651091912526685	-4.817772518112119	2.505918277541546e-16	Omnitrophota	habitatSediment
Bacteria;Bacteria;Campylobacterota	2.2979692950031327	-2.6296038474154075	0.03651719211458373	Campylobacterota	habitatSediment
Bacteria;Bacteria;Zixibacteria	1.988588554369563	4.906150223469449	7.493440293118322e-36	Zixibacteria	habitatSediment
Bacteria;Bacteria;Eisenbacteria	2.088955936653783	1.6538626011078845	0.00015659962379485526	Eisenbacteria	habitatSediment
Bacteria;Bacteria;Gemmatimonadota	2.2369439432406106	-0.4220131478951128	1.0	Gemmatimonadota	habitatSediment
Bacteria;Bacteria;Krumholzibacteriota	1.8092286609400772	4.99824902786048	2.6351201570967533e-45	Krumholzibacteriota	habitatSediment
Bacteria;Bacteria;Orphanbacterota	1.8417265372875349	2.709898004101413	4.915961904546483e-13	Orphanbacterota	habitatSediment
Bacteria;Bacteria;Cyanobacteriota	2.122556743906254	-6.074091121703006	1.2267073312794713e-58	Cyanobacteriota	habitatSediment
Bacteria;Bacteria;Armatimonadota	2.2774706023256663	3.6774286620807106	5.665011358697321e-25	Armatimonadota	habitatSediment
Bacteria;Bacteria;Spirochaetota	2.276443171243929	4.725696556398672	6.953043136885681e-41	Spirochaetota	habitatSediment
Bacteria;Bacteria;Hydrogenedentota	1.3296482114339785	2.8024198509595712	9.580539129907071e-13	Hydrogenedentota	habitatSediment
Bacteria;Bacteria;Zhuqueibacterota	1.333341663877429	1.9654229630449702	0.0003847018256932679	Zhuqueibacterota	habitatSediment
Bacteria;Bacteria;JAJVIF01	1.4741966132838271	1.8636290798612434	7.51785930025616e-6	JAJVIF01	habitatSediment
Bacteria;Bacteria;UBA10199	1.291930723923088	0.5518050229320504	1.0	UBA10199	habitatSediment
Bacteria;Bacteria;JAUVQV01	1.655502993122645	2.305857067872128	0.1044711266032881	JAUVQV01	habitatSediment
Bacteria;Bacteria;Fusobacteriota	2.295010660492712	-1.5308340660284059	0.0002537829002826303	Fusobacteriota	habitatSediment
Bacteria;Bacteria;Bipolaricaulota	1.2662629046504164	1.384844022030984	0.019664428613185472	Bipolaricaulota	habitatSediment
Archaea;Archaea;Nanobdellota	1.6848364332333865	-3.223163083481075	2.5892491858214117e-7	Nanobdellota	habitatSediment
Bacteria;Bacteria;Tectomicrobia	1.8343107124771834	-1.530834066028405	0.0002537829002826303	Tectomicrobia	habitatSediment
Bacteria;Bacteria;Margulisbacteria	1.4738679756232766	-4.924540495739875	6.408478442699244e-23	Margulisbacteria	habitatSediment
Bacteria;Bacteria;4484-113	1.8962416556136639	2.835423702901965	1.2293799968640399e-11	4484-113	habitatSediment
Bacteria;Bacteria;Babelota	1.8594027131029138	-1.5308340660284059	0.0002537829002826303	Babelota	habitatSediment
Bacteria;Bacteria;Desulfobacterota_D	1.570797929261242	3.897590925282491	8.374916427905207e-20	Desulfobacterota_D	habitatSediment
Bacteria;Bacteria;Bdellovibrionota_C	1.0034333188799371	-1.5308340660284057	0.0002537829002826303	Bdellovibrionota_C	habitatSediment
Bacteria;Bacteria;Moduliflexota	1.2106164873866059	1.2567134111608067	0.011111680574470836	Moduliflexota	habitatSediment
Bacteria;Bacteria;Electryoneota	1.2960223711358123	1.453367725935713	0.011111680574470836	Electryoneota	habitatSediment
Bacteria;Bacteria;Bdellovibrionota_G	1.0515760691467184	-1.530834066028406	0.0002537829002826303	Bdellovibrionota_G	habitatSediment
Bacteria;Bacteria;Sumerlaeota	1.5191530259890762	-1.530834066028406	0.0002537829002826303	Sumerlaeota	habitatSediment
Bacteria;Bacteria;Oederibacteriota	1.3066381602198103	1.4778114836308953	0.05953711196238248	Oederibacteriota	habitatSediment
Bacteria;Bacteria;Calditrichota	1.8088907540187364	2.6342908190298977	1.261466578099654e-9	Calditrichota	habitatSediment
Archaea;Archaea;	1.3038967195846203	-4.533167215347791	8.84021005468481e-12	Unclassified	habitatSediment
Bacteria;Bacteria;Synergistota	1.1308989844198887	1.0731570771789354	0.11722830272225776	Synergistota	habitatSediment
Bacteria;Bacteria;Nitrospinota_A	1.1745388063514568	-4.235309612676289	9.050435864396967e-9	Nitrospinota_A	habitatSediment
Bacteria;Bacteria;Vulcanimicrobiota	1.0334568483725208	0.8487882672867686	0.921859702863257	Vulcanimicrobiota	habitatSediment
Bacteria;Bacteria;ARS69	1.40951811217967	1.71470132738161	0.0002501937019669781	ARS69	habitatSediment
Archaea;Archaea;Methanobacteriota	1.1795245779356183	-1.5308340660284063	0.0002537829002826303	Methanobacteriota	habitatSediment
Archaea;Archaea;Asgardarchaeota	1.2400531011353186	1.3244937191668167	0.03717911919298197	Asgardarchaeota	habitatSediment
Bacteria;Bacteria;Pseudomonadota	4.316422894771527	-0.6167445540452343	0.0016066215199191296	Pseudomonadota	habitatSoil
Bacteria;Bacteria;Planctomycetota	2.541826849677712	3.1441057886308656	3.7541060329638374e-12	Planctomycetota	habitatSoil
Bacteria;Bacteria;Acidobacteriota	3.3273156569031115	3.4996542805916677	8.897828492364388e-44	Acidobacteriota	habitatSoil
Bacteria;Bacteria;Actinomycetota	3.113260378675982	3.149251510640456	4.827058677338499e-13	Actinomycetota	habitatSoil
Bacteria;Bacteria;Myxococcota_A	2.4355806888297096	2.567197488757852	9.01349664819397e-6	Myxococcota_A	habitatSoil
Bacteria;Bacteria;Bacteroidota	3.459169619993394	1.4328571086374824	1.327205355118987e-6	Bacteroidota	habitatSoil
Bacteria;Bacteria;Verrucomicrobiota	3.1286150940216078	2.874380358069307	9.299742683234876e-39	Verrucomicrobiota	habitatSoil
Bacteria;Bacteria;Methylomirabilota	2.4011323274359775	0.7802221834905935	1.0	Methylomirabilota	habitatSoil
Bacteria;Bacteria;Fibrobacterota	1.7618040509968456	-3.3636856741896572	1.1258866264289358e-103	Fibrobacterota	habitatSoil
Bacteria;Bacteria;Patescibacteriota	2.736500753212383	-2.43883711170275	5.561223649656502e-23	Patescibacteriota	habitatSoil
;;	3.123899282678641	2.2268921046449606	1.2359496044290467e-18	Unclassified	habitatSoil
Bacteria;Bacteria;Chloroflexota	2.8855688022654604	2.3868211245369744	3.1097778697883636e-142	Chloroflexota	habitatSoil
Bacteria;Bacteria;Bacillota	2.7600455076930897	2.000652062928296	0.007682353230828387	Bacillota	habitatSoil
Bacteria;Bacteria;Bdellovibrionota	2.195611523621605	-5.469801708311452	2.155272568142776e-45	Bdellovibrionota	habitatSoil
Archaea;Archaea;Halobacteriota	1.9539043301461678	-0.004790917190481582	1.0	Halobacteriota	habitatSoil
Bacteria;Bacteria;	3.3556698937215472	0.49817942652097713	1.0	Unclassified	habitatSoil
Bacteria;Bacteria;Desulfobacterota	2.867814529843656	1.2792442764893428	0.003325373656311014	Desulfobacterota	habitatSoil
Bacteria;Bacteria;Elusimicrobiota	1.943325772374346	-6.35931468840225	1.2439657686283833e-126	Elusimicrobiota	habitatSoil
Bacteria;Bacteria;Myxococcota	2.130780340413743	4.964765081459326	1.7150030350169916e-10	Myxococcota	habitatSoil
Bacteria;Bacteria;Nitrospirota	2.770558629649795	-1.1204908497328188	0.0014828083940916308	Nitrospirota	habitatSoil
Archaea;Archaea;Thermoproteota	2.88118846906723	0.02258377439562428	1.0	Thermoproteota	habitatSoil
Bacteria;Bacteria;Bdellovibrionota_B	1.829929929538664	-0.004790917190481637	1.0	Bdellovibrionota_B	habitatSoil
Bacteria;Bacteria;Omnitrophota	2.6651091912526685	-7.768020727125191	1.2301528486899632e-117	Omnitrophota	habitatSoil
Bacteria;Bacteria;Campylobacterota	2.2979692950031327	-4.789720756790932	1.8795336909486795e-15	Campylobacterota	habitatSoil
Bacteria;Bacteria;Zixibacteria	1.988588554369563	-0.0047909171904820975	1.0	Zixibacteria	habitatSoil
Bacteria;Bacteria;Eisenbacteria	2.088955936653783	0.9590063414211578	0.0008216878437279926	Eisenbacteria	habitatSoil
Bacteria;Bacteria;Gemmatimonadota	2.2369439432406106	1.0424634321704753	3.926851381623555e-9	Gemmatimonadota	habitatSoil
Bacteria;Bacteria;Krumholzibacteriota	1.8092286609400772	2.9113107202693933	1.7785974346562243e-40	Krumholzibacteriota	habitatSoil
Bacteria;Bacteria;Orphanbacterota	1.8417265372875349	-0.00479091719048208	1.0	Orphanbacterota	habitatSoil
Bacteria;Bacteria;Cyanobacteriota	2.122556743906254	-0.8734927664921495	1.0	Cyanobacteriota	habitatSoil
Bacteria;Bacteria;Armatimonadota	2.2774706023256663	5.2750860719949015	0.0	Armatimonadota	habitatSoil
Bacteria;Bacteria;Spirochaetota	2.276443171243929	-0.0047909171904816	1.0	Spirochaetota	habitatSoil
Bacteria;Bacteria;Hydrogenedentota	1.3296482114339785	0.3614131790322223	1.0	Hydrogenedentota	habitatSoil
Bacteria;Bacteria;Zhuqueibacterota	1.333341663877429	-0.0047909171904815615	1.0	Zhuqueibacterota	habitatSoil
Bacteria;Bacteria;JAJVIF01	1.4741966132838271	-0.004790917190481356	1.0	JAJVIF01	habitatSoil
Bacteria;Bacteria;UBA10199	1.291930723923088	0.11485744696727564	1.0	UBA10199	habitatSoil
Bacteria;Bacteria;JAUVQV01	1.655502993122645	-0.7723192815218302	1.0	JAUVQV01	habitatSoil
Bacteria;Bacteria;Fusobacteriota	2.295010660492712	-0.004790917190481584	1.0	Fusobacteriota	habitatSoil
Bacteria;Bacteria;Bipolaricaulota	1.2662629046504164	-0.004790917190481537	1.0	Bipolaricaulota	habitatSoil
Archaea;Archaea;Nanobdellota	1.6848364332333865	-4.860382814476772	3.303842699387979e-153	Nanobdellota	habitatSoil
Bacteria;Bacteria;Tectomicrobia	1.8343107124771834	4.21886558527877	4.604027708681794e-210	Tectomicrobia	habitatSoil
Bacteria;Bacteria;Margulisbacteria	1.4738679756232766	-3.3984973469019506	6.605952231460435e-36	Margulisbacteria	habitatSoil
Bacteria;Bacteria;4484-113	1.8962416556136639	-0.004790917190481416	1.0	4484-113	habitatSoil
Bacteria;Bacteria;Babelota	1.8594027131029138	-0.0047909171904815554	1.0	Babelota	habitatSoil
Bacteria;Bacteria;Desulfobacterota_D	1.570797929261242	-0.004790917190480806	1.0	Desulfobacterota_D	habitatSoil
Bacteria;Bacteria;Bdellovibrionota_C	1.0034333188799371	-0.004790917190481282	1.0	Bdellovibrionota_C	habitatSoil
Bacteria;Bacteria;Moduliflexota	1.2106164873866059	-0.004790917190481537	1.0	Moduliflexota	habitatSoil
Bacteria;Bacteria;Electryoneota	1.2960223711358123	-0.004790917190481235	1.0	Electryoneota	habitatSoil
Bacteria;Bacteria;Bdellovibrionota_G	1.0515760691467184	-0.004790917190481725	1.0	Bdellovibrionota_G	habitatSoil
Bacteria;Bacteria;Sumerlaeota	1.5191530259890762	3.493188194428762	1.5519842680318797e-60	Sumerlaeota	habitatSoil
Bacteria;Bacteria;Oederibacteriota	1.3066381602198103	-0.004790917190481446	1.0	Oederibacteriota	habitatSoil
Bacteria;Bacteria;Calditrichota	1.8088907540187364	-0.004790917190481265	1.0	Calditrichota	habitatSoil
Archaea;Archaea;	1.3038967195846203	-3.007124066509867	2.6170630535589166e-12	Unclassified	habitatSoil
Bacteria;Bacteria;Synergistota	1.1308989844198887	-0.004790917190481446	1.0	Synergistota	habitatSoil
Bacteria;Bacteria;Nitrospinota_A	1.1745388063514568	-2.709266463838367	7.255124083733914e-8	Nitrospinota_A	habitatSoil
Bacteria;Bacteria;Vulcanimicrobiota	1.0334568483725208	-0.004790917190481507	1.0	Vulcanimicrobiota	habitatSoil
Bacteria;Bacteria;ARS69	1.40951811217967	-0.004790917190481854	1.0	ARS69	habitatSoil
Archaea;Archaea;Methanobacteriota	1.1795245779356183	2.7111647927841664	7.996867646241162e-70	Methanobacteriota	habitatSoil
Archaea;Archaea;Asgardarchaeota	1.2400531011353186	-0.004790917190481537	1.0	Asgardarchaeota	habitatSoil
